order_id,customer_id,order_date,product,quantity,amount,payment_mode
2587,585,2026-05-26,Headphones,4,779.85,UPI
2588,571,2026-06-24,Tablet,2,2994.1,NetBanking
2589,639,2026-03-15,Monitor,5,3083.91,UPI
2590,976,2026-01-10,Monitor,3,875.85,UPI
2591,975,2026-02-28,Mouse,5,3065.32,NetBanking
2592,999,2026-06-27,Tablet,5,3624.03,Cash
2593,664,2026-06-05,Tablet,5,736.94,UPI
2594,663,2026-03-30,Headphones,5,511.67,NetBanking
2595,986,2026-01-10,Mouse,4,4070.27,UPI
2596,366,2026-03-02,Keyboard,4,4625.88,NetBanking
2597,400,2026-05-19,Monitor,2,2440.25,UPI
2598,957,2026-03-12,Headphones,1,3116.36,UPI
2599,737,2026-04-29,Headphones,5,3176.31,NetBanking
2600,394,2026-06-09,Keyboard,4,2755.69,NetBanking
2601,736,2026-02-03,Tablet,5,4243.01,Card
2602,506,2026-01-10,Monitor,5,4971.54,Cash
2603,698,2026-04-13,Mouse,2,2669.5,Card
2604,378,2026-03-10,Laptop,3,354.17,NetBanking
2605,391,2026-03-26,Mouse,4,3665.67,UPI
2606,32,2026-02-12,Tablet,5,3397.76,Card
2607,798,2026-04-06,Tablet,3,3757.72,Card
2608,957,2026-04-28,Keyboard,4,2665.57,Card
2609,144,2026-06-06,Tablet,2,1829.8,Card
2610,650,2026-06-24,Keyboard,5,4763.04,Cash
2611,809,2026-02-26,Monitor,2,2017.79,UPI
2612,349,2026-03-08,Laptop,3,2084.02,Card
2613,546,2026-05-04,Phone,3,3831.34,NetBanking
2614,172,2026-02-13,Headphones,5,4846.28,Card
2615,890,2026-03-29,Keyboard,5,3503.53,Cash
2616,105,2026-05-10,Laptop,5,1195.41,NetBanking
2617,379,2026-06-15,Headphones,5,1892.44,Cash
2618,980,2026-05-24,Tablet,1,1992.77,Cash
2619,775,2026-06-24,Tablet,3,2490.07,Card
2620,8,2026-06-10,Keyboard,1,1051.38,UPI
2621,949,2026-05-04,Keyboard,4,4178.75,Card
2622,49,2026-06-30,Tablet,5,1075.82,Card
2623,276,2026-01-23,Monitor,3,3987.91,Card
2624,404,2026-03-25,Tablet,4,1607.14,UPI
2625,335,2026-02-21,Laptop,2,-100.0,Card
2626,375,2026-02-24,Monitor,4,3134.96,NetBanking
2627,746,2026-05-15,Laptop,2,4244.79,NetBanking
2628,459,2026-01-12,Laptop,5,4272.64,Cash
2629,976,2026-06-28,Monitor,1,4248.36,Cash
2630,974,2026-01-23,Laptop,3,3871.82,Card
2631,468,2026-05-16,Laptop,5,1976.37,NetBanking
2632,575,2026-02-03,Monitor,4,394.7,UPI
2633,279,2026-03-02,Monitor,5,1868.83,Cash
2634,412,2026-02-05,Tablet,5,897.67,NetBanking
2635,427,2026-03-25,Monitor,5,386.01,NetBanking
2636,812,2026-05-18,Headphones,3,3796.02,Cash
2637,884,2026-05-07,Mouse,3,921.19,Cash
2638,759,2026-03-13,Keyboard,3,4476.54,NetBanking
2639,988,2026-03-23,Monitor,5,1882.18,Cash
2640,183,2026-03-19,Keyboard,1,2559.95,UPI
2641,832,2026-03-27,Laptop,2,3496.58,UPI
2642,904,2026-02-09,Monitor,3,293.07,Cash
2643,655,2026-06-15,Phone,1,1224.91,Card
2644,135,2026-01-30,Monitor,3,3248.99,Cash
2645,71,2026-03-24,Tablet,4,1120.89,UPI
2646,535,2026-06-12,Headphones,5,1100.05,Card
2647,699,2026-03-19,Tablet,5,591.81,NetBanking
2648,396,2026-05-06,Phone,4,2973.52,Card
2649,434,2026-06-13,Monitor,4,2300.12,Cash
2650,659,2026-01-02,Phone,3,2125.07,Card
2651,942,2026-02-23,Laptop,5,1907.29,Card
2652,825,2026-05-20,Monitor,1,4086.48,Card
2653,195,2026-02-02,Phone,5,4198.06,Card
2654,900,2026-01-02,Mouse,3,4221.72,UPI
2655,61,2026-01-03,Laptop,5,1948.07,Card
2656,426,2026-02-10,Phone,5,1385.71,NetBanking
2657,354,2026-02-12,Monitor,4,218.7,NetBanking
2658,532,2026-06-20,Headphones,2,3560.22,Card
2659,922,2026-04-29,Tablet,3,1815.43,Cash
2660,576,2026-05-04,Phone,4,3175.9,Card
2661,884,2026-01-09,Tablet,2,2898.97,UPI
2662,524,2026-06-21,Mouse,4,4101.67,NetBanking
2663,922,2026-03-03,Mouse,1,3322.62,NetBanking
2664,55,2026-02-16,Mouse,4,2791.93,UPI
2665,661,2026-01-17,Headphones,2,2396.99,Card
2666,454,2026-02-25,Keyboard,5,3957.34,Card
2667,980,2026-01-08,Tablet,2,4205.52,Card
2668,159,2026-05-26,Keyboard,2,2925.58,NetBanking
2669,903,2026-01-26,Mouse,4,938.84,Cash
2670,674,2026-01-20,Mouse,3,4283.95,Card
2671,567,2026-03-02,Phone,3,2798.23,Cash
2672,720,2026-05-28,Monitor,5,4824.34,Card
2673,328,2026-03-20,Tablet,4,2824.13,UPI
2674,501,2026-04-29,Mouse,4,3651.45,Card
2675,166,2026-03-16,Phone,1,4060.38,Cash
2676,268,2026-05-28,Monitor,4,4340.62,UPI
2677,185,2026-06-04,Monitor,5,4477.03,NetBanking
2678,3,2026-02-14,Headphones,1,1015.29,Card
2679,57,2026-06-20,Keyboard,4,1722.44,NetBanking
2680,737,2026-05-06,Mouse,3,651.31,Card
2681,594,2026-05-13,Phone,2,4761.06,Card
2682,29,2026-01-26,Phone,3,4080.37,NetBanking
2683,747,2026-01-14,Keyboard,2,3973.87,Card
2684,39,2026-03-09,Monitor,5,4428.52,NetBanking
2685,622,2026-06-25,Headphones,5,4073.08,NetBanking
2686,358,2026-06-27,Mouse,3,3449.63,Cash
2687,190,2026-05-17,Headphones,1,1260.3,UPI
2688,207,2026-03-19,Phone,4,184.95,UPI
2689,835,2026-05-27,Tablet,1,2906.06,NetBanking
2690,69,2026-02-11,Phone,5,1799.75,UPI
2691,24,2026-06-14,Keyboard,2,3916.83,Cash
2692,680,2026-03-19,Phone,4,217.75,Cash
2693,670,2026-05-11,Phone,1,4352.5,Card
2694,934,2026-04-17,Headphones,1,124.07,Card
2695,704,2026-01-24,Keyboard,1,3008.08,Card
2696,408,2026-02-08,Mouse,2,337.24,UPI
2697,213,2026-06-25,Mouse,4,871.28,NetBanking
2698,478,2026-02-05,Laptop,1,3788.03,UPI
2699,119,2026-04-14,Laptop,2,652.28,Card
2700,43,2026-01-09,Headphones,2,692.69,Cash
2701,678,2026-05-16,Monitor,4,3738.64,Card
2702,203,2026-02-24,Laptop,3,4634.87,Card
2703,442,2026-02-23,Keyboard,1,1963.39,Card
2704,467,2026-06-20,Monitor,3,3288.07,UPI
2705,154,2026-03-14,Phone,1,3845.36,UPI
2706,292,2026-05-23,Mouse,4,211.28,Card
2707,945,2026-01-03,Keyboard,3,1752.06,Card
2708,154,2026-04-07,Phone,1,3021.98,Card
2709,718,2026-03-31,Mouse,4,4249.68,UPI
2710,830,2026-06-17,Laptop,2,3736.35,Cash
2711,132,2026-05-30,Headphones,1,3918.17,UPI
2712,235,2026-01-31,Phone,3,4847.54,Card
2713,435,2026-05-21,Tablet,5,4682.33,Cash
2714,397,2026-02-03,Phone,1,1604.03,Cash
2715,965,2026-02-09,Laptop,2,467.25,NetBanking
2716,953,2026-02-01,Tablet,5,363.7,Card
2717,491,2026-05-07,Tablet,1,1230.95,Card
2718,614,2026-04-24,Mouse,1,3135.18,NetBanking
2719,437,2026-01-06,Headphones,2,4323.63,Card
2720,130,2026-05-16,Mouse,1,4314.05,Cash
2721,328,2026-02-10,Monitor,1,1379.2,Card
2722,719,2026-03-15,Laptop,2,3580.63,UPI
2723,128,2026-04-03,Headphones,4,182.61,NetBanking
2724,378,2026-03-20,Keyboard,1,2173.63,Cash
2725,454,2026-03-31,Tablet,3,2991.6,NetBanking
2726,864,2026-03-05,Tablet,4,945.16,UPI
2727,141,2026-03-06,Headphones,4,4200.17,UPI
2728,114,2026-01-16,Monitor,1,316.21,UPI
2729,40,2026-04-16,Keyboard,2,1115.38,UPI
2730,461,2026-01-24,Headphones,2,,NetBanking
2731,529,2026-01-04,Keyboard,1,308.85,Cash
2732,459,2026-06-01,Laptop,1,626.27,Cash
2733,722,2026-01-22,Phone,5,397.93,UPI
2734,419,2026-03-05,Laptop,4,2319.52,Card
2735,341,2026-01-13,Monitor,3,490.57,Cash
2736,994,2026-03-12,Headphones,3,2700.4,Card
2737,821,2026-01-30,Mouse,2,2063.02,UPI
2738,18,2026-02-16,Tablet,5,2869.14,Cash
2739,458,2026-04-20,Keyboard,3,2186.95,NetBanking
2740,31,2026-05-24,Laptop,3,1102.35,Card
2741,688,2026-02-21,Keyboard,4,4037.9,Card
2742,843,2026-04-23,Tablet,4,4068.34,NetBanking
2743,448,2026-01-21,Tablet,5,4133.65,UPI
2744,538,2026-02-05,Mouse,4,1278.68,UPI
2745,33,2026-03-10,Headphones,4,382.15,NetBanking
2746,103,2026-03-26,Mouse,5,1621.95,UPI
2747,774,2026-01-30,Laptop,4,432.28,NetBanking
2748,683,2026-03-06,Laptop,1,2390.06,Cash
2749,600,2026-05-22,Laptop,5,1256.16,Cash
2750,588,2026-03-05,Mouse,1,114.83,Cash
2751,804,2026-03-07,Keyboard,5,943.39,UPI
2752,828,2026-06-15,Monitor,5,2989.26,NetBanking
2753,952,2026-06-05,Keyboard,4,4571.62,Card
2754,664,2026-04-29,Keyboard,4,419.08,UPI
2755,834,2026-06-04,Keyboard,3,2131.42,UPI
2756,421,2026-01-26,Phone,2,4549.57,NetBanking
2757,294,2026-05-05,Headphones,5,4767.48,Cash
2758,255,2026-02-14,Monitor,3,1243.16,NetBanking
2759,188,2026-06-26,Keyboard,5,1133.58,Cash
2760,597,2026-01-30,Keyboard,4,2885.47,UPI
2761,69,2026-03-09,Phone,4,3586.29,Card
2762,27,2026-01-14,Keyboard,4,1150.28,Card
2763,109,2026-01-15,Monitor,2,536.21,UPI
2764,646,2026-06-10,Tablet,1,4035.92,UPI
2765,241,2026-06-29,Monitor,5,1909.95,NetBanking
2766,923,2026-01-29,Laptop,4,818.37,UPI
2767,749,2026-05-09,Mouse,5,4197.77,Cash
2768,951,2026-01-08,Monitor,1,3341.28,NetBanking
2769,916,2026-05-17,Phone,2,1374.18,UPI
2770,463,2026-04-02,Keyboard,5,4739.34,Card
2771,585,2026-05-10,Tablet,4,4915.99,UPI
2772,553,2026-01-07,Tablet,5,945.62,UPI
2773,429,2026-05-02,Mouse,1,2424.11,Card
2774,863,2026-05-25,Laptop,3,1025.68,NetBanking
2775,94,2026-06-21,Laptop,2,3846.59,NetBanking
2776,691,2026-03-11,Monitor,2,4104.0,NetBanking
2777,574,2026-02-08,Headphones,4,4528.68,NetBanking
2778,681,2026-03-10,Laptop,5,3213.4,Cash
2779,235,2026-03-08,Monitor,1,3595.57,NetBanking
2780,116,2026-01-12,Headphones,5,1837.59,Card
2781,182,2026-06-22,Monitor,5,2488.78,Card
2782,342,2026-04-01,Laptop,4,3642.04,NetBanking
2783,187,2026-01-12,Keyboard,4,1534.96,Cash
2784,856,2026-04-09,Keyboard,2,3088.14,Cash
2785,959,2026-01-07,Tablet,4,3097.84,Cash
2786,156,2026-01-03,Phone,5,417.32,Cash
2787,105,2026-02-10,Tablet,5,1991.08,Card
2788,846,2026-03-12,Keyboard,5,3188.55,Card
2789,1,2026-05-27,Monitor,2,2562.41,Cash
2790,548,2026-06-28,Keyboard,2,2060.64,UPI
2791,902,2026-03-08,Headphones,4,2235.95,Card
2792,771,2026-06-04,Keyboard,1,2683.33,NetBanking
2793,23,2026-01-17,Laptop,3,3153.87,UPI
2794,220,2026-01-29,Keyboard,2,4993.68,Cash
2795,678,2026-06-03,Mouse,2,3801.91,Card
2796,732,2026-03-01,Phone,4,2096.16,NetBanking
2797,916,2026-02-17,Phone,1,102.08,Cash
2798,329,2026-01-25,Headphones,3,2825.84,UPI
2799,932,2026-03-13,Monitor,3,911.31,NetBanking
2800,149,2026-06-07,Laptop,4,-100.0,Cash
2801,666,2026-02-19,Mouse,3,254.67,Cash
2802,29,2026-04-17,Headphones,1,3959.72,NetBanking
2803,774,2026-01-17,Monitor,5,3727.64,Card
2804,717,2026-05-18,Keyboard,5,1367.59,UPI
2805,560,2026-01-01,Monitor,4,2751.1,NetBanking
2806,854,2026-01-25,Tablet,1,2800.65,NetBanking
2807,278,2026-01-27,Monitor,2,2127.13,Cash
2808,638,2026-04-11,Mouse,4,1005.07,Cash
2809,560,2026-06-19,Keyboard,5,2168.71,Card
2810,716,2026-04-12,Mouse,5,4878.75,NetBanking
2811,320,2026-04-08,Keyboard,3,4658.52,UPI
2812,336,2026-03-08,Tablet,1,1767.4,UPI
2813,128,2026-06-03,Mouse,2,3107.12,UPI
2814,866,2026-05-03,Tablet,2,3468.52,NetBanking
2815,911,2026-03-31,Laptop,1,3504.36,NetBanking
2816,81,2026-01-16,Phone,5,2170.16,NetBanking
2817,213,2026-03-05,Headphones,2,2164.12,UPI
2818,528,2026-03-25,Tablet,5,2938.42,UPI
2819,389,2026-01-13,Laptop,5,2478.99,Cash
2820,827,2026-05-16,Keyboard,3,765.85,Card
2821,49,2026-04-07,Headphones,3,1537.26,NetBanking
2822,442,2026-01-13,Tablet,4,2537.77,Cash
2823,166,2026-03-21,Tablet,4,170.34,Cash
2824,502,2026-03-29,Keyboard,1,3805.7,NetBanking
2825,802,2026-03-23,Phone,2,4769.66,UPI
2826,436,2026-04-05,Tablet,4,741.19,NetBanking
2827,803,2026-06-12,Phone,4,740.95,Cash
2828,718,2026-01-28,Headphones,3,1517.03,Cash
2829,235,2026-01-03,Mouse,4,4634.23,Card
2830,877,2026-02-14,Phone,3,1015.02,Card
2831,987,2026-04-26,Headphones,4,3833.98,NetBanking
2832,319,2026-03-22,Keyboard,1,2066.06,NetBanking
2833,29,2026-02-15,Tablet,1,607.92,UPI
2834,382,2026-05-09,Monitor,3,4562.52,NetBanking
2835,62,2026-05-18,Laptop,1,129.98,NetBanking
2836,603,2026-04-12,Headphones,4,2629.72,Card
2837,201,2026-02-14,Keyboard,5,4385.63,Cash
2838,455,2026-01-04,Monitor,3,4660.55,NetBanking
2839,139,2026-04-15,Monitor,3,4971.66,Card
2840,654,2026-01-20,Phone,1,4078.75,Card
2841,55,2026-03-06,Phone,4,1099.07,Cash
2842,234,2026-06-28,Keyboard,4,2207.41,UPI
2843,473,2026-06-12,Phone,3,2815.13,Cash
2844,971,2026-03-21,Phone,1,2618.87,Card
2845,516,2026-03-06,Tablet,3,1689.06,UPI
2846,33,2026-04-20,Tablet,3,3411.52,Cash
2847,293,2026-03-28,Mouse,2,3295.81,Card
2848,866,2026-01-29,Phone,2,4412.27,Card
2849,958,2026-04-25,Tablet,5,3593.33,NetBanking
2850,699,2026-01-22,Headphones,4,4706.42,NetBanking
2851,783,2026-06-20,Tablet,2,1110.77,NetBanking
2852,174,2026-05-23,Keyboard,4,250.45,Card
2853,840,2026-05-02,Tablet,1,456.6,UPI
2854,821,2026-06-05,Monitor,4,4249.29,Card
2855,847,2026-03-26,Mouse,2,304.34,UPI
2856,396,2026-02-28,Tablet,5,3083.52,Card
2857,274,2026-02-28,Tablet,2,3158.23,Cash
2858,13,2026-06-29,Monitor,1,275.24,UPI
2859,733,2026-04-23,Headphones,5,4375.68,Cash
2860,527,2026-04-19,Tablet,2,4534.51,Cash
2861,261,2026-06-21,Tablet,3,1346.53,Cash
2862,438,2026-05-17,Phone,5,362.09,Cash
2863,705,2026-06-04,Keyboard,2,423.19,NetBanking
2864,722,2026-01-28,Laptop,3,3942.96,Card
2865,660,2026-02-07,Keyboard,4,3019.21,Cash
2866,896,2026-04-09,Monitor,5,2740.45,NetBanking
2867,601,2026-02-09,Monitor,5,2685.7,UPI
2868,314,2026-03-22,Headphones,5,4966.72,Card
2869,858,2026-03-12,Monitor,4,2448.77,Card
2870,260,2026-01-10,Monitor,1,1946.53,NetBanking
2871,728,2026-03-10,Phone,2,1337.9,Card
2872,607,2026-05-14,Phone,2,2302.7,UPI
2873,155,2026-06-15,Mouse,5,4881.35,NetBanking
2874,31,2026-02-10,Keyboard,2,2020.3,Card
2875,530,2026-01-13,Mouse,5,4347.98,Card
2876,172,2026-01-12,Monitor,1,813.96,UPI
2877,190,2026-01-01,Laptop,1,1227.1,NetBanking
2878,473,2026-01-30,Laptop,1,2226.46,NetBanking
2879,733,2026-01-03,Keyboard,1,1992.55,Cash
2880,194,2026-01-24,Tablet,1,1926.09,Card
2881,920,2026-03-23,Mouse,2,2809.86,UPI
2882,604,2026-01-13,Monitor,4,2600.64,Cash
2883,432,2026-05-21,Mouse,2,3936.89,Card
2884,323,2026-05-31,Tablet,1,1615.72,UPI
2885,4,2026-01-05,Headphones,4,1072.92,Card
2886,4,2026-03-13,Tablet,5,1913.29,NetBanking
2887,449,2026-03-26,Laptop,1,4187.05,NetBanking
2888,444,2026-06-21,Headphones,4,4864.98,Cash
2889,95,2026-06-15,Headphones,3,461.75,Cash
2890,889,2026-01-24,Mouse,2,524.05,Cash
2891,2,2026-05-19,Tablet,1,4058.04,NetBanking
2892,629,2026-06-01,Tablet,5,4107.93,NetBanking
2893,43,2026-01-04,Tablet,5,2661.68,Card
2894,441,2026-02-21,Tablet,5,2156.48,Card
2895,387,2026-05-26,Keyboard,5,2718.05,NetBanking
2896,164,2026-04-28,Monitor,1,2003.23,Card
2897,553,2026-05-23,Keyboard,5,2223.9,UPI
2898,484,2026-06-24,Mouse,4,2692.78,UPI
2899,373,2026-06-01,Headphones,2,250.11,Cash
2900,465,2026-05-26,Headphones,4,4235.08,UPI
2901,710,2026-02-02,Laptop,1,3014.04,Card
2902,442,2026-04-02,Headphones,5,4417.78,Card
2903,390,2026-01-21,Keyboard,1,171.99,Cash
2904,957,2026-01-19,Monitor,4,782.08,Cash
2905,344,2026-01-31,Headphones,4,2601.43,NetBanking
2906,298,2026-06-21,Mouse,2,3559.73,NetBanking
2907,304,2026-02-17,Monitor,1,1986.97,UPI
2908,555,2026-06-15,Keyboard,2,3397.57,Cash
2909,95,2026-06-01,Headphones,2,3081.9,NetBanking
2910,273,2026-02-06,Keyboard,4,967.43,Cash
2911,525,2026-04-26,Laptop,3,2979.41,Cash
2912,273,2026-01-27,Monitor,5,4589.61,Cash
2913,698,2026-05-05,Monitor,1,1538.88,Cash
2914,446,2026-02-02,Laptop,5,3919.56,Card
2915,130,2026-04-04,Headphones,1,4238.36,UPI
2916,961,2026-01-17,Mouse,4,3698.15,Card
2917,948,2026-03-29,Headphones,3,3550.22,UPI
2918,471,2026-02-04,Tablet,4,941.22,Card
2919,516,2026-05-24,Keyboard,3,898.48,Cash
2920,6,2026-05-05,Keyboard,5,386.21,Card
2921,165,2026-04-26,Phone,1,3475.35,Card
2922,430,2026-05-19,Monitor,3,455.19,UPI
2923,494,2026-03-31,Keyboard,1,422.96,UPI
2924,119,2026-01-01,Keyboard,2,2914.37,NetBanking
2925,908,2026-06-18,Laptop,3,4055.59,Card
2926,438,2026-01-12,Mouse,3,496.27,Card
2927,970,2026-04-23,Laptop,5,4103.01,Card
2928,205,2026-04-29,Laptop,4,314.87,Cash
2929,697,2026-05-04,Tablet,1,172.06,Cash
2930,576,2026-06-28,Tablet,2,3585.74,Card
2931,817,2026-04-30,Headphones,5,2880.69,Card
2932,886,2026-03-30,Phone,5,4301.57,Cash
2933,286,2026-01-30,Headphones,1,4787.09,Card
2934,486,2026-03-21,Monitor,5,1090.7,UPI
2935,219,2026-01-19,Laptop,3,4518.31,Cash
2936,47,2026-05-24,Mouse,5,853.27,NetBanking
2937,228,2026-01-18,Headphones,3,3454.55,Card
2938,995,2026-04-03,Headphones,3,4420.08,Card
2939,346,2026-02-08,Headphones,5,4369.65,UPI
2940,416,2026-05-20,Headphones,1,,NetBanking
2941,459,2026-05-21,Phone,3,1049.41,Cash
2942,954,2026-02-19,Keyboard,3,2755.52,Card
2943,326,2026-04-08,Monitor,3,4020.99,NetBanking
2944,937,2026-01-13,Tablet,3,775.71,UPI
2945,457,2026-03-12,Mouse,1,4099.89,NetBanking
2946,369,2026-03-27,Tablet,1,2300.03,Cash
2947,984,2026-02-22,Keyboard,2,2045.62,UPI
2948,609,2026-03-27,Monitor,3,266.67,UPI
2949,44,2026-06-29,Tablet,1,2517.58,UPI
2950,911,2026-01-22,Laptop,4,1244.5,NetBanking
2951,98,2026-06-25,Laptop,2,3045.03,Cash
2952,825,2026-04-24,Mouse,4,1545.17,UPI
2953,704,2026-02-13,Mouse,1,3543.22,NetBanking
2954,735,2026-03-01,Tablet,3,3142.81,UPI
2955,699,2026-01-01,Laptop,2,967.92,Card
2956,449,2026-05-25,Tablet,1,4515.47,UPI
2957,162,2026-06-29,Laptop,1,4313.66,Cash
2958,114,2026-02-16,Tablet,5,1752.58,Cash
2959,451,2026-06-08,Tablet,1,3205.21,NetBanking
2960,290,2026-05-07,Laptop,4,314.75,Card
2961,865,2026-06-02,Keyboard,1,732.76,Cash
2962,726,2026-06-22,Tablet,1,3741.5,Card
2963,683,2026-01-17,Laptop,1,3779.88,NetBanking
2964,295,2026-06-09,Phone,3,4791.22,UPI
2965,209,2026-05-29,Laptop,1,3481.14,Cash
2966,357,2026-01-09,Phone,4,717.68,UPI
2967,519,2026-03-14,Laptop,1,3096.72,Cash
2968,642,2026-01-25,Phone,3,3105.81,Card
2969,983,2026-03-30,Monitor,2,2772.67,Cash
2970,703,2026-02-07,Laptop,3,2878.7,NetBanking
2971,73,2026-04-15,Headphones,5,262.96,UPI
2972,660,2026-05-27,Headphones,5,194.19,UPI
2973,76,2026-04-23,Headphones,3,2779.0,UPI
2974,797,2026-03-03,Headphones,5,3507.71,Cash
2975,712,2026-02-25,Mouse,2,-100.0,Cash
2976,315,2026-04-06,Monitor,2,2947.16,UPI
2977,3,2026-04-28,Headphones,2,2023.89,Cash
2978,336,2026-02-11,Mouse,3,139.44,UPI
2979,75,2026-04-08,Tablet,3,2516.83,Card
2980,921,2026-03-15,Laptop,4,2016.7,Cash
2981,189,2026-06-10,Phone,5,2952.35,Card
2982,225,2026-03-20,Tablet,1,3967.46,UPI
2983,16,2026-01-09,Keyboard,1,3712.42,NetBanking
2984,860,2026-04-02,Phone,1,3416.16,NetBanking
2985,523,2026-01-04,Phone,1,1341.06,UPI
2986,394,2026-02-26,Monitor,2,2023.65,UPI
2987,289,2026-03-27,Headphones,3,4492.29,NetBanking
2988,332,2026-02-17,Laptop,2,4300.33,NetBanking
2989,320,2026-01-12,Phone,2,920.69,NetBanking
2990,688,2026-02-15,Monitor,1,4040.12,Card
2991,469,2026-05-14,Phone,1,1913.22,Cash
2992,474,2026-01-07,Mouse,5,4918.19,Card
2993,2,2026-01-30,Laptop,3,4545.92,Card
2994,232,2026-05-21,Laptop,2,3597.1,Card
2995,442,2026-02-13,Laptop,5,3532.08,Card
2996,70,2026-05-15,Monitor,1,1827.6,NetBanking
2997,741,2026-04-04,Keyboard,1,120.95,NetBanking
2998,109,2026-05-09,Headphones,2,3886.73,Cash
2999,341,2026-01-21,Mouse,5,2796.17,Cash
3000,583,2026-06-26,Headphones,2,3773.16,UPI
3001,391,2026-01-12,Mouse,1,2824.46,Cash
3002,940,2026-05-17,Monitor,5,1258.03,Card
3003,69,2026-04-07,Keyboard,2,2782.7,NetBanking
3004,921,2026-05-11,Tablet,3,944.65,Cash
3005,888,2026-01-25,Keyboard,2,361.76,Card
3006,740,2026-02-11,Laptop,1,3794.56,Card
3007,565,2026-03-17,Keyboard,2,1147.38,Card
3008,139,2026-02-09,Laptop,3,3346.18,UPI
3009,285,2026-03-13,Mouse,2,1465.85,Card
3010,947,2026-05-15,Mouse,1,3771.6,UPI
3011,432,2026-04-03,Keyboard,5,4872.3,Card
3012,718,2026-02-02,Mouse,1,150.02,Card
3013,37,2026-01-13,Tablet,2,3206.81,Card
3014,873,2026-04-23,Headphones,3,742.88,Card
3015,713,2026-03-04,Tablet,2,4391.47,UPI
3016,921,2026-02-03,Keyboard,1,3906.55,NetBanking
3017,344,2026-04-15,Tablet,4,4443.05,Card
3018,3,2026-01-15,Tablet,5,3442.69,Card
3019,958,2026-04-27,Headphones,3,4158.07,NetBanking
3020,925,2026-06-06,Keyboard,2,2964.35,Card
3021,787,2026-01-06,Mouse,2,448.08,UPI
3022,426,2026-06-25,Mouse,1,3444.92,NetBanking
3023,306,2026-06-05,Laptop,2,1952.79,Card
3024,123,2026-01-08,Tablet,2,4726.15,Cash
3025,69,2026-04-11,Phone,2,3138.43,UPI
3026,821,2026-01-31,Headphones,4,4356.31,UPI
3027,514,2026-04-14,Keyboard,3,373.8,NetBanking
3028,862,2026-04-11,Headphones,1,4851.59,NetBanking
3029,240,2026-02-09,Laptop,5,3532.09,NetBanking
3030,371,2026-03-19,Keyboard,3,1872.19,Cash
3031,308,2026-04-23,Headphones,4,3314.53,Card
3032,702,2026-02-18,Mouse,2,1600.23,NetBanking
3033,353,2026-06-15,Keyboard,4,141.83,Card
3034,465,2026-02-13,Headphones,2,1029.89,NetBanking
3035,904,2026-01-23,Tablet,2,4186.71,Cash
3036,222,2026-06-20,Phone,3,3950.57,Cash
3037,273,2026-01-26,Mouse,5,3400.18,UPI
3038,547,2026-06-02,Mouse,5,3701.27,UPI
3039,758,2026-04-15,Phone,2,3151.6,Cash
3040,930,2026-01-22,Mouse,5,4121.24,NetBanking
3041,270,2026-05-24,Tablet,2,1180.96,Card
3042,738,2026-03-14,Headphones,2,4831.9,Cash
3043,683,2026-05-17,Phone,2,382.26,Card
3044,267,2026-01-09,Monitor,2,4751.25,UPI
3045,81,2026-04-04,Monitor,5,3561.39,NetBanking
3046,416,2026-03-10,Tablet,4,237.15,NetBanking
3047,939,2026-06-22,Tablet,4,3480.16,Cash
3048,816,2026-05-31,Mouse,3,2322.3,Cash
3049,970,2026-03-03,Headphones,3,1076.9,NetBanking
3050,878,2026-04-09,Mouse,5,1427.19,NetBanking
3051,986,2026-04-21,Phone,3,4053.78,Card
3052,81,2026-03-15,Tablet,1,967.71,UPI
3053,587,2026-06-08,Tablet,5,1727.0,UPI
3054,835,2026-04-13,Keyboard,2,1774.28,Cash
3055,806,2026-05-28,Headphones,4,4705.76,Cash
3056,865,2026-01-29,Monitor,2,2288.75,UPI
3057,465,2026-03-12,Phone,2,4363.57,Cash
3058,796,2026-01-31,Tablet,2,3615.28,NetBanking
3059,126,2026-03-15,Laptop,3,4672.31,Card
3060,254,2026-02-10,Headphones,1,3983.93,Cash
3061,796,2026-03-21,Phone,1,1652.0,NetBanking
3062,581,2026-06-18,Monitor,4,2121.98,Card
3063,107,2026-06-24,Laptop,1,4809.15,UPI
3064,508,2026-04-02,Phone,2,4706.72,UPI
3065,82,2026-05-21,Headphones,1,1904.97,Cash
3066,326,2026-04-03,Monitor,3,866.45,Card
3067,444,2026-05-10,Monitor,4,4456.98,Cash
3068,274,2026-06-16,Mouse,4,4236.29,UPI
3069,116,2026-06-14,Phone,1,2536.38,NetBanking
3070,816,2026-02-07,Phone,4,1773.04,NetBanking
3071,464,2026-04-21,Headphones,3,747.08,NetBanking
3072,193,2026-01-01,Laptop,3,1055.4,UPI
3073,662,2026-06-11,Mouse,3,4154.33,Card
3074,834,2026-05-18,Laptop,1,2252.71,Cash
3075,334,2026-06-18,Laptop,1,3280.48,UPI
3076,943,2026-06-24,Phone,2,844.72,UPI
3077,317,2026-04-29,Mouse,2,1012.91,UPI
3078,436,2026-03-19,Phone,5,229.7,UPI
3079,788,2026-04-12,Keyboard,1,4600.52,NetBanking
3080,169,2026-02-20,Laptop,2,4551.32,NetBanking
3081,638,2026-02-09,Keyboard,4,1794.73,Card
3082,929,2026-06-03,Mouse,2,3632.14,NetBanking
3083,803,2026-02-02,Mouse,3,1306.04,Cash
3084,848,2026-06-18,Mouse,2,4476.93,Card
